"Site ID","Site Name",Province,Munciple,Locality,"Latitude ","Longitude ","Site Code",Vendor,"Responsible Area",Priority,"Priority Comment","Element Type",Model,MSC,MGW,BSC,RNC,Phase,"Service Date",Stage,"Sub Stage","Start Date",End_Date,"Created Date"
690,"Muxima Pita",Luanda,,Muxima,-9.52439,13.96061,689,ZTE,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:48"
694,"Ndala Mulemba",Luanda,Cacuaco,Kicolo,-8.7711,13.31783,CA389,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:49"
702,Nocal,Luanda,Cazenga,Cazenga,-8.80394,13.2848,CZ203,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:49"
703,"Norberto de Castro",Luanda,Viana,Viana,-8.90476,13.41432,VA204,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:49"
704,"Nossa Senhora da Graca",Luanda,Luanda,Rangel,-8.82291,13.2717,LD346,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:50"
706,"Nova vida",Luanda,Belas,"Nova Vida",-8.907083,13.230278,BL205,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:50"
707,"Nova Vida Lixeira",Luanda,Belas,"Vila Estoril",-8.90107,13.23959,BL305,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:50"
713,"Palacio da Justiça",Luanda,Luanda,Maianga,-8.820581,13.227636,LD206,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:50"
715,Palanca,Luanda,Luanda,Palanca,-8.85222,13.2706,LD207,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:51"
716,"Palanca Sul",Luanda,Luanda,Palanca,-8.863693,13.274679,LD209,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:51"
717,"Palanca UCAN",Luanda,Luanda,"Neves Bendinha",-8.85832,13.27995,LD393,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:51"
725,Patriota,Luanda,Belas,"Benfica e Mussulo",-8.91505,13.168806,BL210,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:52"
726,"Patriota 1",Luanda,Belas,"Benfica ",-8.97688,13.21272,BL401,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:52"
727,"Patriota Bairro",Luanda,Belas,"Benfica ",-8.95203,13.21256,BL457,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:52"
730,Petrangol,Luanda,Cazenga,Sambizanga,-8.78874,13.29394,CZ211,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:52"
731,"Petrangol Sodofil",Luanda,Cazenga,Petrangol,-8.794917,13.305611,CA212,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
732,"Petrangol Sul",Luanda,Cazenga,Cazenga,-8.7975,13.296117,CZ213,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
733,Piaget,Luanda,Viana,Viana,-8.895997,13.427125,VA214,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
734,"Piaget 2",Luanda,Viana,Viana,-8.910077,13.404527,VA405,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
736,"Ponte do caminho de Ferro",Luanda,Cacuaco,Cacuaco,-8.758994,13.421867,CA215,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
739,"Porto Textang",Luanda,Cazenga,Cazenga,-8.80161,13.2653,CZ216,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:53"
743,"Praça Sao Paulo",Luanda,Luanda,Rangel,-8.816679,13.255176,LD217,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:54"
744,"Praia Amelia",Luanda,Belas,"Rocha Pinto",-8.86879,13.19949,BL218,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:54"
749,Prenda,Luanda,Luanda,Prenda,-8.83492,13.22183,LD220,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:55"
750,"Prenda Laboratorio",Luanda,Luanda,Prenda,-8.84311,13.2235,LD409,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:55"
751,"Prenda Lote 17",Luanda,Luanda,Prenda,-8.837833,13.222997,LD221,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:55"
752,"Prenda Predio Cooperacao",Luanda,Luanda,Prenda,-8.838781,13.228439,LD222,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:55"
769,"Quintalao do Petro",Luanda,Luanda,"Vila Estoril",-8.88961,13.24443,LD410,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:57"
775,Ramiros,Luanda,Belas,Ramiros,-9.05817,13.048,BL223,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:57"
776,"Ramiros 2",Luanda,Belas,Ramiros,-9.11867,13.02208,BL224,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:57"
777,Rangel,Luanda,Luanda,Rangel,-8.830888,13.269472,CZ225,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:58"
779,Reco-lixo,Luanda,Viana,Viana,-8.854361,13.356472,CZ226,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:58"
780,Refinaria,Luanda,Cacuaco,Cacuaco,-8.769444,13.302778,CA227,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:58"
781,Refriango,Luanda,Viana,Zango,-8.963417,13.377028,VA228,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:58"
785,"Rocha Pinto",Luanda,Luanda,"Rocha Pinto",-8.85697,13.2145,BL229,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:59"
786,"Rocha Pinto Parque",Luanda,Luanda,"Rocha Pinto",-8.86396,13.21877,BL230,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:50:59"
795,Sambila,Luanda,Viana,Viana,-8.937055,13.4311111,VA231,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:00"
796,Sambizanga_U,Luanda,Luanda,Sambizanga,-8.811121,13.255641,CZ233,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:00"
798,Sangano,Luanda,,"Cabo Ledo",-9.557267,13.1998,QA234,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:00"
800,"São Brás",Luanda,,Quissama,-9.782853,13.287622,QA235,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:00"
804,Sapu,Luanda,Belas,"Kilamba Kiaxi",-8.88022,13.27541,LD236,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:01"
805,"Sapu 2",Luanda,Belas,"Kilamba Kiaxi",-8.93192,13.32162,VA237,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:01"
806,"Sapu Jango",Luanda,Belas,Camama,-8.941215,13.328112,BL414,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:01"
807,"Sapu Norte",Luanda,Luanda,Palanca,-8.865833,13.283055,LD238,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:01"
808,"Sapu Sul",Luanda,Belas,"Kilamba Kiaxi",-8.889074,13.288166,VA239,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:01"
815,"Seminário Maior",Luanda,Luanda,Cassequel,-8.834972,13.245933,LD240,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:02"
816,Sequel,Luanda,Cacuaco,Cacuaco,-8.8076388,13.457583,CA241,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:02"
818,"Soba Kapassa",Luanda,Belas,"Vila Estoril",-8.899292,13.252572,BL242,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:02"
821,Sonangol,Luanda,Luanda,Maculusso,-8.813941,13.230888,LD243,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:03"
822,"Sonangol Bita",Luanda,Belas,Bita,-9.07149,13.22695,BL244,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:03"
823,"Sonangol Bita Estrada",Luanda,Belas,Bita,-9.02623,13.22414,BL245,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:03"
827,"Suave Campo Eurico",Luanda,Viana,Viana,-8.910417,13.333944,VA246,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:04"
833,Talatona,Luanda,Belas,"Futungo de Belas",-8.907778,13.20527,BL247,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:04"
834,"Talatona Central",Luanda,Belas,"Futungo de Belas",-8.933888,13.18375,BL248,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:05"
835,Tamariz,Luanda,Luanda,"Ilha do Cabo",-8.767444,13.256916,LD249,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:51:05"
841,"Terra Nova",Luanda,Luanda,"Terra Nova",-8.83931,13.2667,LD250,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:25"
846,"Torre Ambiente",Luanda,Luanda,Luanda,-8.809528,13.239537,LD443,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:25"
847,"Torres do Carmo",Luanda,Luanda,Ingombota,-8.81637,13.233877,LD251,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:25"
848,Total,Luanda,Luanda,Luanda,-8.809723,13.239727,LD477,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:25"
850,"TPA Camama",Luanda,Belas,Camama,-8.96371,13.24975,BL460,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:25"
851,"UAN Camama",Luanda,Belas,Camama,-8.9258611,13.268028,BL252,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:26"
857,Vacaria,Luanda,Belas,Camama,-8.960614,13.286738,BL420,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:26"
860,Viana,Luanda,Viana,Viana,-8.90688,13.37193,VA254,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
861,"Viana 1º Maio DEE",Luanda,Viana,Viana,-8.91588,13.36713,VA256,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
862,"Viana Bairro Chamavo",Luanda,Viana,Viana,-8.871417,13.407139,VA257,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
863,"Viana BCA",Luanda,Cazenga,Cazenga,-8.862299,13.30625,VA258,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
864,"Viana Cajueiro",Luanda,Viana,Viana,-8.911393,13.35258,VA259,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
865,"Viana Caope ",Luanda,Viana,Viana,-8.90135,13.38167,VA421,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
866,"Viana Comarca",Luanda,Viana,Viana,-8.897861,13.360047,VA422,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:27"
867,"Viana Desco",Luanda,Viana,Viana,-8.924583,13.381142,VA260,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
868,"Viana Kapalanca",Luanda,Viana,Viana,-8.885236,13.414012,VA423,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
869,"Viana Km 14_2",Luanda,Viana,Viana,-8.90145,13.34558,VA424,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
870,"Viana Km30",Luanda,Viana,Viana,-8.962275,13.483727,VA425,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
871,"Viana Miru",Luanda,Viana,Viana,-8.863192,13.348059,VA263,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
872,"Viana Norte",Luanda,Viana,Viana,-8.847222,13.345277,VA264,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:28"
873,"Viana Parque Industrial",Luanda,Viana,"Zona Industrial",-8.941188,13.398865,VA426,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
874,"Viana Porto Seco",Luanda,Viana,"Porto seco",-8.921421,13.411886,VA265,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
875,"Viana Regedoria",Luanda,Viana,Regedoria,-8.923078,13.372314,VA266,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
876,"Viana Sacrifício",Luanda,Viana,"Bairro Sacrifício ",-8.947194,13.353861,VA267,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
877,"Viana Sul",Luanda,Viana,Viana,-8.942778,13.37861,VA268,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
878,"Viana Swapo",Luanda,Viana,Viana,-8.871944,13.368056,VA269,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
879,"Viana Vila Nova",Luanda,Viana,"Vila Nova",-8.888637,13.373537,VA270,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:29"
880,"Victoria certa",Luanda,Belas,"Kilamba Kiaxi",-8.89371,13.26955,LD271,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
881,"Vila Alice",Luanda,Luanda,"Terra Nova",-8.833083,13.256806,LD272,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
882,"Vila da Mata",Luanda,Cazenga,Cazenga,-8.85256,13.31134,CZ427,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
883,"Vila Espa",Luanda,Belas,Camama,-8.898968,13.204425,BL294,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
884,"Vila Flor Comissão ",Luanda,Belas,Camama,-8.98432,13.32667,LD461,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
885,"Vila Flor Comissão 2",Luanda,Belas,Camama,-9.00564,13.32225,BL428,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
886,"Vila Kiaxi",Luanda,Belas,Camama,-8.919528,13.279056,BL273,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
888,"Vila Nando",Luanda,Belas,"Kilamba Kiaxi",-8.923811,13.303481,BL274,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:30"
892,"Wenge Maka",Luanda,Belas,Camama,-8.89715,13.28317,BL276,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:31"
893,"Weza Paradise",Luanda,Viana,"Weza Paradise",-8.97247,13.30238,VA277,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:31"
898,Zango,Luanda,Viana,Zango,-9.00572,13.4009,VA278,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
899,"Zango 0",Luanda,Viana,Zango,-8.985688,13.402034,VA429,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
900,"Zango 1",Luanda,Viana,Zango,-8.971056,13.407556,VA283,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
901,"Zango 1 Max",Luanda,Viana,Zango,-9.01694,13.41284,VA430,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
902,"Zango 1 Rua B",Luanda,Viana,Zango,-9.015069,13.397711,VA279,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
903,"ZANGO 2 - Instituto Medio",Luanda,Viana,Zango,-9.03767,13.40267,VA280,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
904,"Zango 4 Comissao",Luanda,Viana,"Zango 4",-9.06202,13.4010482,VA438,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
905,"Zango 4 vila",Luanda,Viana,"Zango 4",-9.06202,13.43184,VA431,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:32"
906,"Zango Boa Esperança",Luanda,Viana,Zango,-9.022861,13.370139,VA281,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
907,"Zango Ed II-10-1",Luanda,Viana,Zango,-8.98307,13.39832,VA462,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
908,"Zango Ed II-15-2",Luanda,Viana,"Zango 0",-8.983053,13.401898,523,NA,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
909,"Zango Ed II-3-4",Luanda,Viana,Zango,-8.97934,13.399139,VA435,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
910,"Zango Ed III-1-1",Luanda,Viana,Zango,-8.97711,13.40213,VA436,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
911,"Zango V",Luanda,Viana,Zango,-9.084054,13.413022,VA282,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
913,"ZEE 1",Luanda,Viana,ZEE,-8.97745,13.44507,VA284,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:33"
914,"ZEE 2",Luanda,Viana,,-8.95898,13.45474,VA285,ZTE,DO.NOC,," TEST1",GreenField,BS8800,"Luanda MSCe",Malange,"Talatona BSC","Malanje RNC",PH1,2020-03-03,"On Air",Teste,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
915,"ZEE 3",Luanda,Viana,,-8.9533,13.43772,VA439,,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
916,"Zona verde ",Luanda,Belas,"Benfica e Mussulo",-9.00261,13.18317,BL440,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
917,"Zona verde 4",Luanda,Belas,"Benfica e Mussulo",-8.972309,13.156258,BL291,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
918,"Zona verde II",Luanda,Belas,"Benfica e Mussulo",-8.98641,13.177527,BL286,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
919,"Zona Verde III",Luanda,Belas,"Benfica e Mussulo",-9.01551,13.19335,BL287,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
921,UBV,Luanda,Belas,"Urbanização Boa Vida",,,BL474,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:53:34"
968,"Loja Morro Bento",Luanda,Luanda,Luanda,,,N/D,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-13 12:01:33"
969,"Loja Combatentes",Luanda,Rangel,Rangel,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:02:53"
970,"Loja Ginga Shopping",Luanda,Viana,Viana,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:07:55"
971,"Loja Kero Talatona",Luanda,Talatona,Talatona,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:12:34"
972,"Cummama Viana",Luanda,Viana,Viana,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:14:47"
973,"Loja Talatona",Luanda,Talatona,Talatona,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:16:28"
974,"Loja Largo do Ambiente",Luanda,Ingombotas,Ingombotas,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:31:24"
975,"Loja Belas Shopping",Luanda,Talatona,Talatona,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:35:09"
976,"Loja Kero Nova vida",Luanda,"Kilamba Kiaxi","Kilamba Kiaxi",,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:42:28"
977,"Loja Nosso Centro",Luanda,Luanda,Luanda,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:43:17"
978,"Loja mutamba ",Luanda,Luanda,Luanda,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-14 14:45:26"
979,"Loja Chammao",Luanda,Luanda,Luanda,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-15 08:59:44"
981,"Talatona Data Center",Luanda,Talatona,Talatona,,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-15 09:04:12"
983,"Loja Kero Kilamba",Luanda,"Kilamba Kiaxi","Kilamba Kiaxi",,,NA,Ericsson,,,,,,,,,,,1970-01-01,,,1970-01-01,1970-01-01,"2020-05-15 09:09:07"
